row_id,reactant_name,product_name,yield (%),temperature (℃),pressure (MPa),time (h),catalyst_1_name,catalyst_1_loading_mol%,catalyst_2_name,catalyst_2_loading_mol%,catalyst_3_name,catalyst_3_loading_mol%,catalyst_4_name,catalyst_4_loading_mol%,reagent_1_name,reagent_2_name,solvent_1,solvent_2,solvent_3,solvent_4,reference,publication_year,extraction_status,catalyst_system_type,all_solvents_normalized
19,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,120.0,1.50002,17.0,potassium iodide,,,,,,,,,,,,,,"Chang, Haibo; Li, Qingshuo; Cui, Xuemin; Wang, Hongxia; Qiao, Congzhen; Bu, Zhanwei; Lin, Tong; Molecu‐ lar catalysis; vol. 449; (2018); p. 25 - 30",2018,valid,metal_halide,
21,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,60.0,0.1,12.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Reagent/catalyst, Temperature, Time, Pressure Parmar, Bhavesh; Patel, Parth; Pillai, Renjith S.; Kureshy, Rukhsana I.; Khan, Noor-Ul H.; Suresh, Eringatho‐ di; Journal of Materials Chemistry A; vol. 7; nb. 6; (2019); p. 2884 - 2894",2019,valid,ionic_liquid,无溶剂
23,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,40.0,0.1,12.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Reagent/catalyst, Temperature Patel, Parth; Parmar, Bhavesh; Pillai, Renjith S.; Ansari, Amamudin; Khan, Noor-ul H.; Suresh, Eringathodi; Applied Catalysis A: General; vol. 590; (2020); Art.No: 117375",2020,valid,ionic_liquid,无溶剂
26,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,60.0,0.1,8.0,"1,1,3,3-tetramethylguanidine",,,,,,,,,,,,,,PatentUNIV HENAN; HENAN UNIVERSITYHenan University; CN110746357; (2020); (A) EnglishHENAN UNIVER‐ SITY,2020,valid,ionic_liquid,
27,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,20.0,0.1,12.0,tetrabutylammonium bromide,,,,,,,,,,acetonitrile,,,,"Reagent/catalyst Huang, Zhi-Wei; Hu, Kong-Qiu; Mei, Lei; Wang, Cong-Zhi; Chen, Yan-Mei; Wu, Wang-Suo; Chai, Zhi-Fang; Shi, Wei-Qun; Inorganic Chemistry; vol. 60; nb. 2; (2021); p. 651 - 659",2021,valid,ionic_liquid,acetonitrile
30,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,94.1,1.35002,6.4,zinc chloride,,,,,,,,,,无溶剂,,,,"Autoclave, Reagent/catalyst, Temperature, Pressure Alberti, Matteo;Gianelli, Marta;Panza, Nicola;Zákutná, Dominika;Matulková, Irena;Caselli, Alessandro; Euro‐ pean Journal of Inorganic Chemistry; vol. 27; nb. 36; (2024); Art.No: e202400494",2024,valid,metal_halide,无溶剂
31,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,80.0,0.1,12.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Huang, Jian-Bo;Yin, Lin;Yue, Tian-Cai;Wang, Lu-Lu;Wang, Duo-Zhi; Chemistry - A European Journal; vol. 30; nb. 71; (2024); Art.No: e202403209",2024,valid,ionic_liquid,无溶剂
32,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,120.0,0.1,5.0,cobalt-impregnated 2D material,,,,,,,,,,无溶剂,,,,"Ullah, Habib;Ullah, Zakir;Khattak, Zafar A. K.;Tahir, Muhammad;Kang, Eunji;Verpoort, Francis;You Kim, Hy‐ un; ChemSusChem; vol. 18; nb. 7; (2025); Art.No: e202401046",2025,valid,metal_halide,无溶剂
33,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,75.0,0.90001,4.0,tetrabutylammonium bromide,,,,,,,,,,methanol,,,,"Catalytic be‐ havior Wang, Xiaotong;Hu, Tuoping;Fan, Liming;Qin, Qi-Pin;Zhang, Xiutang; Inorganic Chemistry; vol. 64; nb. 9; (2025); p. 4461 - 4471",2025,valid,ionic_liquid,methanol
34,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,40.0,0.10133,16.0,tetra-(n-butyl)ammonium iodide,,,,,,,,,,water,dichloromethane,ethyl acetate,,"Reagent/cata‐ lyst, Solvent, Temperature PatentUNIV CHANGZHOU; CHANGZHOU UNIVERSITY; CN118439964; (2024); (A) ChineseCHANGZHOU UNI‐ VERSITY",2024,valid,unknown,water; dichloromethane; ethyl acetate
35,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,80.0,0.1,25.0,tetrabutylammonium bromide,,,,,,,,,,,,,,"Liu, Caiyun;Liu, Yanshu;Zhang, Guanyun;Wang, Dexin;Chen, Guanjie;Gao, Fangfang;Liu, Linping;Tung, Chen-Ho;Wang, Yifeng; European Journal of Inorganic Chemistry; vol. 27; nb. 31; (2024); Art.No: e202400189",2024,valid,ionic_liquid,
36,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,80.0,,6.0,tetrabutylammonium bromide,,,,,,,,,,,,,,"With tetrabutylammomium bromide, Time= 6h, T= 80 °C , Electrochemical reaction Li, Jiayi;Mao, Keke;Gong, Wanbing;Li, Zheyue;Sang, Shuaikang;Li, Jiawei;Chen, Guangyu;Hu, Chuan‐ sheng;Long, Ran;Xiong, Yujie; Small; vol. 21; nb. 12; (2025); Art.No: 2500594",2025,valid,ionic_liquid,
38,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,80.0,0.10133,24.0,potassium iodide,,,,,,,,,,无溶剂,,,,"Catalytic behavior, Reagent/catalyst, Temperature, Time Ionova, Violetta A.;Fakhrutdinov, Artem N.;Gusev, Daniil I.;Abel, Anton S.;Averin, Alexei D.;Beletskaya, Irina P.; Molecular Catalysis; vol. 579; (2025); Art.No: 115019",2025,valid,metal_halide,无溶剂
40,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,120.0,1.00001,9.0,tetramethylammonium picolinate,,,,,,,,,,无溶剂,,,,"Green chemistry, Catalytic behavior Jungi, Hiren;Chhetri, Ashis;Kumar, Dheeraj;Podder, Sumana;R. S., Malavika;Kuniyil, Rositha;Mitra, Joyee; Catalysis Science and Technology; vol. 16; nb. 2; (2026); p. 458 - 468",2026,valid,ionic_liquid,无溶剂
41,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,40.0,,24.0,tetra-(n-butyl)ammonium iodide,,tetrabutylammonium iodide,,,,,,,,water,,,,"IV. General protocol for the products General procedure: The ethylene oxide derivatives 1 (2.0 mmol) were added to a 10 mL Schlenk tube, and the cata‐ lysts cat-2 (0.084 g, 0.1 mmol), TBAI (0.076 g, 0.2 mmol), and water (5.0 mL) were added. During the reaction, car‐ bon dioxide is injected using a long needle and reacted in a water bath at 40°C for 24 hours. After the reaction, water and methylene chloride were added to extract and concentrate the organic phase. Finally, the products were ob‐ tained through column chromatography: 2a ~ 2m, 2o ~ 2t. White solid[17], 325 mg, yield: 99 %, m.p.: 54 ~ 56 °C, 1H NMR (300 MHz, CDCl3) δ 7.53 - 7.30 (m, 5H), 5.68 (t, J = 8.0 Hz, 1H), 4.80 (t, J = 8.4 Hz, 1H), 4.35 (t, J = 8.2 Hz, 1H). 13C NMR (75 MHz, CDCl3) δ 154.95, 135.90, 129.88, 129.38, 126.00, 78.12, 71.30. With tetra-(n-butyl)ammonium iodide, C50H54N2O10 in water, Time= 24h, T= 40 °C , Schlenk technique, Catalytic be‐ havior, Mechanism, Reagent/catalyst, Temperature Li, Zheng-Yi;Li, Tao;Wang, Zuquan;Zhao, Yi;Shi, Jing;Sun, Xiaoqiang;Yang, Ke; Chinese Chemical Letters; vol. 37; nb. 4; (2026); Art.No: 111352",2026,valid,ionic_liquid,water
42,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,80.0,0.101325,48.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"2.3. Typical procedures for cycloaddition reaction from CO2 and epoxides General procedure: der solvent-free ambient conditions using epoxide (15 mmol) under aCO2 balloon, catalyzed by 1 (0.03 mmol) with tetrabutylammoniumbromide (TBAB, 1.08 mmol) as a co-catalyst. With tetrabutylammomium bromide in neat (no solvent), Time= 48h, T= 80 °C , Schlenk technique, Catalytic behav‐ ior, Temperature Huang, Xiaopeng;Hong, Yuan;Zhang, Cuiping;Guo, Meng;Zhu, Shiyuan;Zhao, Ronghui;Liu, Lizhen;Yao, Ziz‐ hu; Journal of Molecular Structure; vol. 1358; (2026); Art.No: 145321",2026,valid,ionic_liquid,无溶剂
43,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.9,100.0,0.2,4.0,tetrabutylammonium bromide,,,,,,,,,,,,,,"Cata‐ lytic behavior, Reagent/catalyst Dhiman, Divyansh;Prakash, Ved;Sankar, Muniappan; Inorganic Chemistry; vol. 65; nb. 5; (2026); p. 2774 - 2784",2026,valid,ionic_liquid,
45,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",98.0,110.0,1.50002,12.0,zinc dibromide,,,,,,,,,,无溶剂,,,,"neat (no solvent) Cheng, Weiguo; Fu, Zengzeng; Wang, Jinquan; Sun, Jian; Zhang, Suojiang; Synthetic Communications; vol. 42; nb. 17; (2012); p. 2564 - 2573",2012,valid,metal_halide,无溶剂
49,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",98.0,80.0,1.00001,14.0,potassium iodide,,,,,,,,,,,,,,"Desens, Willi; Kohrt, Christina; Frank, Marcus; Werner, Thomas; ChemSusChem; vol. 8; nb. 22; (2015); p. 3815 -3822",2015,valid,metal_halide,
51,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",98.0,130.0,2.50004,15.0,imidazolium,,,,,,,,,,无溶剂,,,,"Catalytic behavior, Reagent/catalyst, Temperature, Pressure Bobbink, Felix D.; Van Muyden, Antoine P.; Gopakumar, Aswin; Fei, Zhaofu; Dyson, Paul J.; ChemPlusChem; vol. 82; nb. 1; (2017); p. 144 - 151",2017,valid,ionic_liquid,无溶剂
55,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",98.0,20.0,0.10133,4.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Chowdhury, Arpita Hazra; Bhanja, Piyali; Salam, Noor; Bhaumik, Asim; Islam, Sk. Manirul; Molecular catalysis; vol. 450; (2018); p. 46 - 54",2018,valid,ionic_liquid,无溶剂
56,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",98.0,70.0,1.00001,6.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Reagent/catalyst, Temperature, Pressure, Time Singh, Manpreet; Solanki, Pratik; Patel, Parth; Mondal, Aniruddha; Neogi, Subhadip; Inorganic Chemistry; vol. 58; nb. 12; (2019); p. 8100 - 8110",2019,valid,ionic_liquid,无溶剂
58,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",98.0,25.0,0.10133,1.0,triethylamine,,,,,,,,,,acetonitrile,,,,"Schlenk technique, Catalytic be‐ havior, Reagent/catalyst Elgohary, Elzahraa Ahmed; Mohamed, Yasser Mahmoud A.; Rabie, Samira Taha; Salih, Said Abdelrahman; Fekry, Amany Mohamed; El Nazer, Hossam A.; New Journal of Chemistry; vol. 45; nb. 37; (2021); p. 17301 - 17312",2021,valid,organic_base,acetonitrile
60,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",98.0,50.0,0.30001,6.0,tetrabutylammonium bromide,,,,,,,,,,water,acetone,ethyl acetate,hexane,"Moeinpour, Farid;Khalifeh, Reza;Rajabzadeh, Maryam;Rezaei, Fahimeh;Javdan, Samaneh; Catalysis Letters; vol. 152; nb. 12; (2022); p. 3679 - 3690",2022,valid,ionic_liquid,water; acetone; ethyl acetate; hexane
63,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",98.0,20.0,0.10133,24.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Schlenk technique, Sealed tube, Catalytic behavior, Reagent/catalyst Hossain, Md. Saddam;Yuasa, Mayu;Kametani, Yohei;Shiota, Yoshihito;Hoshino, Yu;Shichijo, Keita;Fujitsuka, Mamoru;Shimakoshi, Hisashi; Chemistry - A European Journal; vol. 31; nb. 45; (2025); Art.No: e01845",2025,valid,ionic_liquid,无溶剂
64,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",98.0,80.0,,10.0,tetrabutylammonium bromide,,,,,,,,,,,,,,"With tetrabutylammomium bromide, Time= 10h, T= 80 °C , Catalytic behavior, Kinetics, Reagent/catalyst, Tempera‐ ture Yu, Chunlong;He, Xinglei;Gong, Chenxu;Li, Jingheng;Ye, Ke-Yin; Inorganic Chemistry; vol. 64; nb. 14; (2025); p. 6977 - 6986",2025,valid,ionic_liquid,
65,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",98.0,100.0,0.50001,12.0,zinc phenanthroline dione,,,,,,,,,,,,,,"Catalytic behavior Liu, Ping;Zhao, Tianxiang;Zhao, Fangfang;Xu, Ziyang;Huang, Yu;Hu, Xingbang; Advanced Functional Materi‐ als; vol. 35; nb. 45; (2025); Art.No: 2508657",2025,valid,metal_halide,
66,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",98.0,80.0,0.1,8.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Reagent/catalyst, Temperature Yue, Tian-Cai;Wang, Xin-Fang;Huang, Jian-Bo;Wang, Lu-Lu;Wang, Duo-Zhi; Green Chemistry; vol. 28; nb. 6; (2026); p. 2904 - 2913",2026,valid,ionic_liquid,无溶剂
67,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",98.0,100.0,1.00001,6.0,triphenylphosphine,0.5,,,,,,,,,无溶剂,,,,"Temperature, Pressure, Reagent/catalyst Wu, Xinyi;Wang, Bingyang;Deng, Li;Meng, Xiangyun;Xia, Chunnian;Sun, Qiangsheng;Sun, Wei; Journal of Catalysis; vol. 458; (2026); Art.No: 116840",2026,valid,unknown,无溶剂
68,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,120.0,2.00003,24.0,imidazolium,,,,,,,,,,dichloromethane,,,,"Zhou, Hui; Zhang, Wen-Zhen; Liu, Cui-Hua; Qu, Jing-Ping; Lu, Xiao-Bing; Journal of Organic Chemistry; vol. 73; nb. 20; (2008); p. 8039 - 8044",2008,valid,ionic_liquid,dichloromethane
70,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,50.0,5.00008,4.5,tetraethylammonium bromide,,,,,,,,,,,,,,"Kumar, Subodh; Jain, Suman L.; Sain, Bir; Catalysis Letters; vol. 142; nb. 5; (2012); p. 615 - 618",2012,valid,ionic_liquid,
71,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,120.0,1.00001,3.0,potassium iodide,,,,,,,,,,,,,,"High pressure, Catalytic be‐ havior, Reagent/catalyst Roshan, Kuruppathparambil Roshith; Kathalikkattil, Amal Cherian; Tharun, Jose; Kim, Dong Woo; Won, Yong Sun; Park, Dae Won; Dalton Transactions; vol. 43; nb. 5; (2014); p. 2023 - 2031",2014,valid,metal_halide,
72,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,90.0,1.00001,3.0,tri-n-butyl(2-hydroxyethyl)phosphonium iodide,,,,,,,,,,无溶剂,,,,"Werner, Thomas; Büttner, Hendrik; ChemSusChem; vol. 7; nb. 12; (2014); p. 3268 - 3271",2014,valid,ionic_liquid,无溶剂
73,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,120.0,1.00001,3.0,imidazolium,,,,,,,,,,无溶剂,,,,"Green chemistry Hu, Yu-Lin; Lu, Ming; Yang, Xue-Lin; RSC Advances; vol. 5; nb. 83; (2015); p. 67886 - 67891",2015,valid,ionic_liquid,无溶剂
74,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,90.0,1.00001,3.0,tri-n-butyl(2-hydroxyethyl)phosphonium iodide,,,,,,,,,,,,,,"Temperature, Pressure Büttner, Hendrik; Steinbauer, Johannes; Werner, Thomas; ChemSusChem; vol. 8; nb. 16; (2015); p. 2655 - 2669",2015,valid,ionic_liquid,
76,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,50.0,0.10133,6.0,3-hydroxy-N-octylpyridinium iodide,,,,,,,,,,无溶剂,,,,"Green chemis‐ try, Reagent/catalyst Rostami, Ali; Mahmoodabadi, Mohammadali; Hossein Ebrahimi, Amir; Khosravi, Hormoz; Al-Harrasi, Ahmed; ChemSusChem; vol. 11; nb. 24; (2018); p. 4262 - 4268",2018,valid,ionic_liquid,无溶剂
77,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,70.0,0.40001,19.0,potassium iodide,,,,,,,,,,,,,,"Li, Qingshuo; Chang, Haibo; Li, Runming; Wang, Hongxia; Liu, Jichun; Liu, Shanhu; Qiao, Congzhen; Lin, Tong; Molecular catalysis; vol. 469; (2019); p. 111 - 117",2019,valid,metal_halide,
78,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,0.0,3.00005,1.0,tetraheptylammonium bromide,,,,,,,,,,,,,,"Wang, Congwei; Song, Qingwen; Zhang, Kan; Liu, Ping; Wang, Junying; Wang, Jianmei; Zhang, Hengxuan; Wang, Junzhong; Chemical Communications; vol. 55; nb. 9; (2019); p. 1299 - 1302",2019,valid,ionic_liquid,
79,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,25.0,0.1,24.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Glovebox, Catalytic behavior, Reagent/catalyst Kim, Yoseph; Hyun, Kyunglim; Ahn, Duseong; Kim, Ran; Park, Myung Hwan; Kim, Youngjo; ChemSusChem; vol. 12; nb. 18; (2019); p. 4211 - 4220",2019,valid,ionic_liquid,无溶剂
80,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,20.0,0.1,20.0,DMAP,,,,,,,,,,methanol,ethyl acetate,,,"Catalytic behavior Ullah, Habib; Mousavi, Bibimaryam; Younus, Hussein A.; Khattak, Zafar A.K.; Suleman, Suleman; Jan, Mu‐ hammad T.; Yu, Baoyi; Chaemchuen, Somboon; Verpoort, Francis; Journal of Catalysis; vol. 377; (2019); p. 190 -198",2019,valid,mixed_system,methanol; ethyl acetate
81,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.5,100.0,1.00001,4.0,bis(2-hydroxyethyl) bis-(quaternary ammonium)iodide,,,,,,,,,,,,,,"Pressure, Temperature Kolle, Joel M.; Sayari, Abdelhamid; RSC Advances; vol. 9; nb. 42; (2019); p. 24527 - 24538",2019,valid,unknown,
82,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,80.0,0.10133,24.0,tetra-(n-butyl)ammonium iodide,,,,,,,,,,,,,,"Time Rios Yepes, Yersica; Martínez, Javier; Rangel Sánchez, Hiram; Quintero, Celso; Ortega-Alfaro, M. Carmen; López-Cortés, José G.; Daniliuc, Constantin G.; Anti?olo, Antonio; Ramos, Alberto; Rojas, René S.; Dalton Transactions; vol. 49; nb. 4; (2020); p. 1124 - 1134",2020,valid,unknown,
83,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,130.0,2.00003,1.5,imidazolium,,,,,,,,,,hexane,diethyl ether,,,"Auto‐ clave Liu, Ying; Song, Yan; Zhou, Jianhua; Zhang, Xiangping; Molecular catalysis; vol. 492; (2020); Art.No: 111008",2020,valid,ionic_liquid,hexane; diethyl ether
85,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,80.0,0.10133,,tetrabutylammonium bromide,,,,,,,,,,,,,,"Catalytic be‐ havior Ren, Meiyu;Yang, Kun;Fan, Liming;Hu, Tuoping;Zhang, Xiutang; Journal of Molecular Structure; vol. 1336; (2025); Art.No: 142068",2025,valid,ionic_liquid,
88,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,80.0,0.1,10.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Reagent/catalyst, Temperature, Time Ma, Fu-Long;Ma, Lan;Zhang, Hao;Wang, Xin-Fang;Wang, Lu-Lu;Wang, Duo-Zhi; Journal of Molecular Structure; vol. 1351; (2026); Art.No: 144244",2026,valid,ionic_liquid,无溶剂
89,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,80.0,0.1,10.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Reagent/catalyst, Temperature, Time Yue, Tian-Cai;Zeng, Tao;Abdukader, Ablimit;Wang, Xin-Fang;Wang, Lu-Lu;Wang, Duo-Zhi; Crystal Growth and Design; vol. 25; nb. 23; (2025); p. 10143 - 10154",2025,valid,ionic_liquid,无溶剂
90,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",96.0,120.0,3.57006,48.0,DMAP,,,,,,,,,,dichloromethane,,,,"Shen, Yu-Mei; Duan, Wei-Liang; Shi, Min; European Journal of Organic Chemistry; nb. 14; (2004); p. 3080 - 3089",2004,valid,mixed_system,dichloromethane
91,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",96.0,120.0,3.57006,48.0,DMAP,,,,,,,,,,dichloromethane,,,,"Shen, Yu-Mei; Duan, Wei-Liang; Shi, Min; Advanced Synthesis and Catalysis; vol. 345; nb. 3; (2003); p. 337 - 340",2003,valid,mixed_system,dichloromethane
92,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",96.0,115.0,1.62002,5.0,imidazolium,,,,,,,,,,,,,,"Han, Lina; Choi, Hye-Ji; Choi, Soo-Jin; Liu, Binyuan; Park, Dae-Won; Green Chemistry; vol. 13; nb. 4; (2011); p. 1023 - 1028",2011,valid,ionic_liquid,
93,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",96.0,50.0,0.10133,6.0,tetrabutylammonium bromide,,,,,,,,,,acetonitrile,,,,"Electrochemical reaction Buckley, Benjamin R.; Patel, Anish P.; Wijayantha, K. G. Upul; Chemical Communications; vol. 47; nb. 43; (2011); p. 11888 - 11890",2011,valid,ionic_liquid,acetonitrile
94,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",96.0,100.0,2.10003,,tetrabutylammonium bromide,,,,,,,,,,,,,,"Kumar, Subodh; Jain, Suman L.; Sain, Bir; Tetrahedron Letters; vol. 52; nb. 51; (2011); p. 6957 - 6959",2011,valid,ionic_liquid,
98,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",96.6,100.0,3.00005,2.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"PatentDALIAN INSTITUTE OF CHEMICAL PHYSICS, CHINESE ACADEMY OF SCIENCES; SHANDONG UNI‐ VERSITY; US2014/66533; (2014); (A1) EnglishSHANDONG UNIVERSITY",2014,valid,ionic_liquid,无溶剂
